num_acao;num_instancia;c_juiz;c_uf_juiz;c_cid_juiz;num_vara;c_uf_vara;c_cid_vara;c_ganho_causa;num_valor
17293;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;94688.70
97503;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;90872.67
10316;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;25224.57
24294;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;28319.05
76380;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;11008.85
8837;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;11165.54
54286;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;81666.05
87957;2;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;72829.82
21923;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;17693.12
24614;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;26552.32
71813;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;139071.68
37953;3;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Empresa;0
75550;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;37159.33
68343;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;77933.92
30864;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;25822.79
11305;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;60144.48
106036;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;58650.09
107227;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;19331.63
33601;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;97156.37
72269;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;14395.56
21853;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;73907.19
82042;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;85700.71
117067;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;78745.62
34636;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;79742.18
74383;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;116617.84
24428;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;32618.08
70041;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;44530.26
87686;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;9532.27
69720;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;47764.76
6277;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;90978.03
53354;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;68975.69
70919;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;37863.76
47000;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;72514.19
68789;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;51154.20
14297;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;99016.67
23064;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;60387.16
95941;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;44226.60
30286;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;59980.05
65676;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;25416.78
71539;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;16197.25
61603;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;70087.78
93671;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;82661.85
43086;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;56899.66
97704;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;42166.96
14034;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;87439.22
54398;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;44553.19
82470;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;14782.89
106423;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;63084.42
84675;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;31947.69
20496;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;74631.78
45317;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;77132.24
69548;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;24131.13
54596;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;57513.22
46682;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;59730.91
116481;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;22994.96
110052;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;74666.41
63507;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;189909.69
65880;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;83660.29
9793;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;212618.74
57169;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;44116.34
80554;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;48656.30
107691;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;148435.30
91524;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;53334.95
44075;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;44452.43
116015;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;42421.75
26810;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;25859.41
84565;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;69398.99
78730;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;66987.97
72376;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;25081.70
6985;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;9031.23
40837;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;68523.97
58658;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;27146.23
25395;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;33626.44
30072;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;58080.84
6684;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;41454.36
59138;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;28164.26
74411;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;18352.92
74235;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;57363.19
96077;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;71281.69
113026;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;67640.32
54942;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
113876;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;269.90
11810;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;66229.55
13246;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;9702.77
54662;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;171719.25
104678;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;50982.64
65809;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;49216.70
56587;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;57423.38
34915;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;9569.21
62112;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;83054.88
14470;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;70421.68
73338;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;19775.87
47230;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;40631.55
50894;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;8670.47
34223;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7035.66
55662;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;53461.48
17776;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;64121.63
101542;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;64340.40
96125;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;21557.13
84185;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;146721.55
28910;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;54317.37
89689;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;28254.63
39035;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;83457.57
72815;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;38519.71
62506;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;91867.26
79142;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;125489.69
65075;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;69215.15
109741;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;49097.58
111528;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;78295.32
101663;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;56253.54
28722;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;75316.96
24540;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;86488.49
52591;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;99711.93
42419;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;45421.39
114778;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;60941.19
109427;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;99790.21
61545;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;20165.44
107887;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;25332.05
16647;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;98333.17
66677;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;95659.59
74060;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;7028.54
49630;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;8320.54
27805;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;52649.71
45953;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;61495.04
86039;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;68714.73
47983;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;88655.52
25315;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;58297.44
97789;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;46693.67
53996;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;75612.34
17701;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;67061.35
97196;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;32870.65
28934;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;88980.42
13269;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;23028.86
39981;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;165356.23
49422;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;80564.77
68155;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;7572.48
13174;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;39642.49
92722;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;90776.64
9933;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;72655.98
74981;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;91949.17
104678;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;46894.67
21955;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;61781.59
17089;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;72584.79
88491;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;36848.37
55187;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;24880.80
77237;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;69804.50
109317;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;154323.25
84864;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;21627.44
107428;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;156869.60
31573;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;25244.82
77072;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;151879.24
61629;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;80531.21
104087;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;19213.18
55488;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;67300.46
6853;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;32912.77
82394;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;23741.76
114988;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;79739.19
32251;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;93255.10
23234;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;44459.30
38437;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;88385.87
84048;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;30366.37
46347;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7421.60
97019;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;81476.26
73044;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;92106.81
96793;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;13444.43
9060;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;68943.99
58889;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;49632.18
105268;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;9630.08
36181;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;79475.39
38228;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;11098.10
55495;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;66481.37
10693;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;81116.66
7061;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
104023;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;183378.91
67932;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;32341.35
12133;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;39641.01
17493;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;32752.04
87391;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;326073.74
29410;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;156903.60
79072;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;36386.52
22929;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;48664.20
41609;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;25630.14
116924;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;57990.67
16717;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;75614.11
109874;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;95831.22
109315;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;96303.50
68009;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;16631.93
76768;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;12674.11
43383;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;17780.17
23165;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;25542.81
63409;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;10141.06
54330;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;64156.27
80428;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;33461.88
17575;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;34458.80
14009;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;22279.70
112811;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;99133.83
113771;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;25232.42
88074;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;79607.18
15599;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;256406.45
74143;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;45012.65
45123;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;23632.76
99235;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;33994.96
90842;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;98514.55
7706;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;52441.74
110729;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;70145.55
44519;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;84914.07
38199;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;81272.74
61377;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;32778.44
28183;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;94401.94
71658;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;113371.56
45001;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7013.55
45111;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;75130.42
41075;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;8743.43
106927;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;38452.59
108764;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;41449.01
89146;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;60367.17
99558;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;9632.82
90161;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;48842.93
107791;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;84116.56
89382;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;63256.90
22053;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;68441.41
27056;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;71623.68
113138;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;56396.88
5926;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;92317.79
6331;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;92430.56
75974;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;71400.79
5490;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;94306.42
11675;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;1891.50
5881;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;250605.36
9846;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;97735.58
64206;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;78723.70
74355;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;41711.89
91088;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;24947.62
99578;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;139374.75
22083;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;78426.64
20916;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;37639.94
70786;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;75546.19
18590;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;49640.97
17105;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;69457.56
38331;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;61970.70
12510;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;232515.74
14705;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;23549.69
19515;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;17913.06
74780;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;50312.79
11092;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;38892.89
76227;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;44252.34
20846;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;31585.47
19283;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;39043.42
96746;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;84822.66
113643;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;4294.79
28734;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;174562.68
99097;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;11809.37
27850;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;12604.89
11945;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;30430.52
14284;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;93827.55
76548;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;13222.67
30827;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;14444.72
119170;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;21863.92
36607;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;75078.76
102680;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;34240.84
36990;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;83714.11
60681;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;52551.35
15398;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;82063.72
89394;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;12228.62
38610;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;23594.78
21600;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;43073.98
85642;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;43124.91
44191;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;51878.87
114316;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;70684.95
47298;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;47673.61
96083;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;14248.94
80698;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;159915.30
102174;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;217.70
85908;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;85847.38
6377;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;81429.66
84260;2;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;36097.01
43776;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;95166.38
86413;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;44974.73
6460;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;179255.46
89850;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;36339.11
36181;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;184573.43
78666;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;59592.60
19306;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;17773.36
95638;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;64456.51
93349;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;29529.40
75061;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;38970.20
77669;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;15584.27
119731;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;36847.45
